id,url,imageurl,imageurllarge,catid,gakey,countreview,discountpercentage,preorder,name,price,priceint,original_price,rating,wishlist,labels,badges,labelgroups,typename,shop_id,shop_url,shop_name,shop_goldmerchant,shop_official,shop_reputation,shop_clover,shop_location,shop_typename,job_insertdate
5279474044,https://www.tokopedia.com/rowcin-id/kemeja-wanita-polos-lengan-panjang-rayon-long-shirt-organik-hitam-kemeja-hitam-fit-to-l?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/27/989042f3-29c1-41d5-b5dc-1c9a2af5ad63.png,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/7/27/989042f3-29c1-41d5-b5dc-1c9a2af5ad63.png,1758,/category/fashion-wanita/atasan-wanita/rowcin-id/kemeja-wanita-polos-lengan-panjang-rayon-long-shirt-organik-hitam-kemeja-hitam-fit-to-l,385,0,False,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Rp56.900,56900,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'price', 'title': 'Cashback 3,4rb', 'type': 'lightGreen', '__typename': 'AceSearchLabelUnify'}, {'position': 'integrity', 'title': '1rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Inspirasi Belanja', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,6327810,https://www.tokopedia.com/rowcin-id,Rowcin.id Official Shop,True,True,,,Yogyakarta,AceShop,2023-12-18 22:17:06
8008402937,https://www.tokopedia.com/netfashionindo/kaos-polos-wanita-soft-cotton-combed-30s-kaos-pendek-reguler-fit-xs?extParam=ivf%3Dtrue,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/30/fac6e3a6-60c6-46aa-93e6-ec91c5a606f3.png,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/10/30/fac6e3a6-60c6-46aa-93e6-ec91c5a606f3.png,1758,/category/fashion-wanita/atasan-wanita/netfashionindo/kaos-polos-wanita-soft-cotton-combed-30s-kaos-pendek-reguler-fit-xs,8793,50,False,KAOS POLOS WANITA SOFT COTTON COMBED 30s KAOS PENDEK REGULER FIT,Rp24.000,24000,Rp48.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '50rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Fashion ', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,4124262,https://www.tokopedia.com/netfashionindo,PT NET PERSADA INDONESIA,True,True,,,Jakarta Utara,AceShop,2023-12-18 22:17:06
1964061124,https://www.tokopedia.com/shopatblow/kaos-wanita-basic-polos-wilona-bl-ts-0001-army-l-xl?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/17/8d8a2728-b20a-4b8b-9800-0db8da06a6c0.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/17/8d8a2728-b20a-4b8b-9800-0db8da06a6c0.jpg,1758,/category/fashion-wanita/atasan-wanita/shopatblow/kaos-wanita-basic-polos-wilona-bl-ts-0001-army-l-xl,225,74,False,Kaos Wanita Basic Polos Wilona BL-TS-0001,Rp38.000,38000,Rp149.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'price', 'title': 'Cashback 1,5rb', 'type': 'lightGreen', '__typename': 'AceSearchLabelUnify'}, {'position': 'integrity', 'title': '750+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Fashion', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,6552181,https://www.tokopedia.com/shopatblow,Shopatblow Official Shop,True,True,,,Tangerang Selatan,AceShop,2023-12-18 22:17:06
9506079255,https://www.tokopedia.com/vayamadelon/vaya-basic-tanktop-bra-with-cup-premium-art-lb01-cokelat-e477e?extParam=ivf%3Dtrue,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/13/8ce5a72b-2bc5-442f-b3af-9635f1d615b0.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/5/13/8ce5a72b-2bc5-442f-b3af-9635f1d615b0.jpg,1758,/category/fashion-wanita/atasan-wanita/vayamadelon/vaya-basic-tanktop-bra-with-cup-premium-art-lb01-cokelat-e477e,124,64,False,Vaya Basic Tanktop Bra With Cup (Premium) Art LB01,Rp32.000,32000,Rp89.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '500+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Fashion ', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,3854158,https://www.tokopedia.com/vayamadelon,VAYA MADELON,True,True,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
8069584739,https://www.tokopedia.com/netfashionindo/kaos-polos-wanita-lengan-panjang-soft-cotton-combed-30s-reguler-fit-xs?extParam=ivf%3Dtrue,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/30/4d0f602a-4dde-4be3-96ae-f95516031cb3.png,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/10/30/4d0f602a-4dde-4be3-96ae-f95516031cb3.png,1758,/category/fashion-wanita/atasan-wanita/netfashionindo/kaos-polos-wanita-lengan-panjang-soft-cotton-combed-30s-reguler-fit-xs,8734,50,False,KAOS POLOS WANITA LENGAN PANJANG SOFT COTTON COMBED 30S REGULER FIT,Rp31.000,31000,Rp62.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'DBZ Oct 23', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,4124262,https://www.tokopedia.com/netfashionindo,PT NET PERSADA INDONESIA,True,True,,,Jakarta Utara,AceShop,2023-12-18 22:17:06
11343661898,https://www.tokopedia.com/ellipses/ellipsesinc-kaos-wanita-lengan-panjang-dusty-blue-collection-all-is-good-oversize-ced67?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/11/3/621c3257-765f-4392-98a6-58512b017d5d.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/11/3/621c3257-765f-4392-98a6-58512b017d5d.jpg,1758,/category/fashion-wanita/atasan-wanita/ellipses/ellipsesinc-kaos-wanita-lengan-panjang-dusty-blue-collection-all-is-good-oversize-ced67,287,56,False,ELLIPSESINC Kaos Wanita Lengan Panjang Dusty Blue Collection,Rp43.900,43900,Rp100.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '500+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'DBZ Oct 23', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,443716,https://www.tokopedia.com/ellipses,Ellipses.inc,True,True,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
1568648287,https://www.tokopedia.com/j--fashion/tanktop-singlet-dalaman-wanita-gaya-korea-jfashion-naraya-biru-m?extParam=ivf%3Dtrue,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/1/29/59e2dad5-65bf-483d-99b0-742298116aaa.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/1/29/59e2dad5-65bf-483d-99b0-742298116aaa.jpg,1758,/category/fashion-wanita/atasan-wanita/j--fashion/tanktop-singlet-dalaman-wanita-gaya-korea-jfashion-naraya-biru-m,2118,41,False,Tanktop Singlet Dalaman Wanita Gaya Korea - Jfashion Naraya,Rp22.900,22900,Rp38.900,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '9rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Fashion ', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,258245,https://www.tokopedia.com/j--fashion,j--fashion,True,True,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
3056848281,https://www.tokopedia.com/ellipses/ellipsesinc-kaos-oversized-wanita-pria-salmon-x-black-black-allsize-rainy-day?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/11/96032493-5351-4a33-a7d1-495cb85340ae.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/10/11/96032493-5351-4a33-a7d1-495cb85340ae.jpg,1758,/category/fashion-wanita/atasan-wanita/ellipses/ellipsesinc-kaos-oversized-wanita-pria-salmon-x-black-black-allsize-rainy-day,649,51,False,ELLIPSESINC Kaos Oversized Wanita & Pria SALMON X BLACK,Rp38.900,38900,Rp80.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '1rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Tokopedia Fashion ', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,443716,https://www.tokopedia.com/ellipses,Ellipses.inc,True,True,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
3924974153,https://www.tokopedia.com/yorent/kaos-waffle-wafer-wafel-rib-premium-lengan-panjang-wanita-all-size-maroon?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/5/23/672080c9-31ea-4f49-9f4e-dbc7184a450c.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/5/23/672080c9-31ea-4f49-9f4e-dbc7184a450c.jpg,1758,/category/fashion-wanita/atasan-wanita/yorent/kaos-waffle-wafer-wafel-rib-premium-lengan-panjang-wanita-all-size-maroon,333,0,False,Kaos Waffle Wafer Wafel Rib Premium Lengan Panjang Wanita All Size,Rp39.480,39480,,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'integrity', 'title': '1rb+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'Zona Promo', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,8703088,https://www.tokopedia.com/yorent,yorent,True,False,,,Bandung,AceShop,2023-12-18 22:17:06
8585156717,https://www.tokopedia.com/ellipses/ellipsesinc-kaos-oversize-pria-wanita-nasa-space-hitam-pendek-jumbo-a3ff1?extParam=ivf%3Dfalse,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/17/020e5b5d-92fd-48e2-a1ff-8b1be7354b6d.jpg,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/3/17/020e5b5d-92fd-48e2-a1ff-8b1be7354b6d.jpg,1758,/category/fashion-wanita/atasan-wanita/ellipses/ellipsesinc-kaos-oversize-pria-wanita-nasa-space-hitam-pendek-jumbo-a3ff1,201,53,False,ELLIPSESINC Kaos Oversize Pria & Wanita NASA SPACE,Rp57.000,57000,Rp120.000,5,False,[],"[{'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchBadge'}]","[{'position': 'price', 'title': 'Cashback 1,1rb', 'type': 'lightGreen', '__typename': 'AceSearchLabelUnify'}, {'position': 'integrity', 'title': '500+ terjual', 'type': 'textDarkGrey', '__typename': 'AceSearchLabelUnify'}, {'position': 'campaign', 'title': 'DBZ Oct 23', 'type': '', '__typename': 'AceSearchLabelUnify'}]",AceSearchProduct,443716,https://www.tokopedia.com/ellipses,Ellipses.inc,True,True,,,Jakarta Barat,AceShop,2023-12-18 22:17:06
